species,alat,energy,order_d,led,status
"Al,Co,Cr,Fe,Ni",1.8198227539062501,239539779.3498652,0,38427250.15738005,False
"Al,Co,Cr,Fe,Ni",1.8298227539062502,334031249.0685352,0,175002665.51793426,False
"Al,Co,Cr,Fe,Ni",1.8398227539062502,318066303.86501056,0,-530545620.67452264,False
"Al,Co,Cr,Fe,Ni",1.8498227539062502,28069338.231863916,0,725797614.3288838,False
"Al,Co,Cr,Fe,Ni",1.8598227539062502,351182917.2249766,0,-606727113.441772,False
"Al,Co,Cr,Fe,Ni",1.8698227539062502,41994052.416402355,0,337759668.74912983,False
"Al,Co,Cr,Fe,Ni",1.8798227539062502,77319887.86767024,0,-132022824.45537677,False
"Al,Co,Cr,Fe,Ni",1.8898227539062502,15845019.479152724,0,25608093.275482833,False
"Al,Co,Cr,Fe,Ni",1.8998227539062502,24679507.484844804,0,-8823562.826717013,False
"Al,Co,Cr,Fe,Ni",1.9098227539062502,87221929.72010332,0,61430911.53046904,False
"Al,Co,Cr,Fe,Ni",1.9198227539062502,156807941.27454394,0,-86898301.90071203,False
"Al,Co,Cr,Fe,Ni",1.92982275390625,103768897.53173903,0,75709691.37860322,False
"Al,Co,Cr,Fe,Ni",1.9398227539062503,84017323.3520317,0,-82871455.18572071,False
"Al,Co,Cr,Fe,Ni",1.94982275390625,17657101.668263815,0,81610371.08339353,False
"Al,Co,Cr,Fe,Ni",1.95982275390625,43241621.7573952,0,-45217823.47734366,False
"Al,Co,Cr,Fe,Ni",1.96982275390625,20545048.126179352,0,941040.9383524582,False
"Al,Co,Cr,Fe,Ni",1.97982275390625,20224547.011524618,0,7145973.176927643,False
"Al,Co,Cr,Fe,Ni",1.98982275390625,52513345.51643222,0,30379228.42610117,False
"Al,Co,Cr,Fe,Ni",1.99982275390625,72866977.24011101,0,-56988367.03774816,False
"Al,Co,Cr,Fe,Ni",2.00982275390625,24839121.33954327,0,42914795.008395985,False
"Al,Co,Cr,Fe,Ni",2.0198227539062503,22356973.086091798,0,-21226566.31166251,False
"Al,Co,Cr,Fe,Ni",2.02982275390625,7791041.639010912,0,6597292.198287278,False
"Al,Co,Cr,Fe,Ni",2.0398227539062503,9443920.095822398,0,5731821.600959231,False
"Al,Co,Cr,Fe,Ni",2.04982275390625,14190887.622340392,0,-8355757.748758909,False
"Al,Co,Cr,Fe,Ni",2.05982275390625,7063662.642395067,0,785883.0800800441,False
"Al,Co,Cr,Fe,Ni",2.06982275390625,5641332.443588004,0,6393604.42550436,False
"Al,Co,Cr,Fe,Ni",2.0798227539062504,9915806.684738753,0,-8057296.156031787,False
"Al,Co,Cr,Fe,Ni",2.08982275390625,7007115.876365092,0,5623005.650729179,False
"Al,Co,Cr,Fe,Ni",2.09982275390625,9525037.933709182,0,137874.65886922326,False
"Al,Co,Cr,Fe,Ni",2.10982275390625,7225321.240546848,0,-3748380.6004701,False
"Al,Co,Cr,Fe,Ni",2.11982275390625,747718.5535626513,0,-3686756.574669386,False
"Al,Co,Cr,Fe,Ni",2.12982275390625,2443234.955565229,0,15528935.905888356,False
"Al,Co,Cr,Fe,Ni",2.13982275390625,13883844.252666686,0,-15226668.887080232,False
"Al,Co,Cr,Fe,Ni",2.14982275390625,3741949.526266276,0,4274235.695728827,False
"Al,Co,Cr,Fe,Ni",2.15982275390625,963998.5683805492,0,2457548.2263767296,False
"Al,Co,Cr,Fe,Ni",2.1698227539062502,3410470.559161946,0,-1438084.3944630008,False
"Al,Co,Cr,Fe,Ni",2.17982275390625,3501290.2412717734,0,-1446402.5501357608,False
"Al,Co,Cr,Fe,Ni",2.1898227539062503,2961117.2781405775,0,3420029.9307759856,False
"Al,Co,Cr,Fe,Ni",2.19982275390625,4190839.887190144,0,-3745516.306958143,False
"Al,Co,Cr,Fe,Ni",2.2098227539062503,1589159.539018925,0,1857619.3020247542,False
"Al,Co,Cr,Fe,Ni",2.21982275390625,2072770.5420579605,0,786678.9479750295,False
"Al,Co,Cr,Fe,Ni",2.2298227539062503,2603262.2008220153,0,-2437865.3606023295,False
"Al,Co,Cr,Fe,Ni",2.23982275390625,1332834.6280581048,0,2786407.6436681417,False
"Al,Co,Cr,Fe,Ni",2.2498227539062503,2324372.4325956735,0,-1914014.3226243947,False
"Al,Co,Cr,Fe,Ni",2.25982275390625,924252.5557326145,0,309016.0392099684,False
"Al,Co,Cr,Fe,Ni",2.2698227539062503,480790.13324411924,0,852338.0566811899,False
"Al,Co,Cr,Fe,Ni",2.27982275390625,860152.5596363108,0,-1024198.110404858,False
"Al,Co,Cr,Fe,Ni",2.2898227539062503,300455.72340605437,0,551041.3705395258,False
"Al,Co,Cr,Fe,Ni",2.29982275390625,525792.3471280965,0,118676.87969827962,False
"Al,Co,Cr,Fe,Ni",2.30982275390625,601043.3250259176,0,-606545.0739141656,False
"Al,Co,Cr,Fe,Ni",2.31982275390625,238125.9462088863,0,739094.9011120375,False
"Al,Co,Cr,Fe,Ni",2.3298227539062504,508055.17286193767,0,-627453.6327855522,False
"Al,Co,Cr,Fe,Ni",2.33982275390625,201673.1967605795,0,490106.45273065194,False
"Al,Co,Cr,Fe,Ni",2.34982275390625,264218.8459431179,0,-409809.26324066764,False
"Al,Co,Cr,Fe,Ni",2.35982275390625,30605.787997343257,0,243490.483834486,False
"Al,Co,Cr,Fe,Ni",2.3698227539062504,166061.24644444164,0,46058.62819903941,False
"Al,Co,Cr,Fe,Ni",2.37982275390625,207270.421294989,0,-210323.52162504292,False
"Al,Co,Cr,Fe,Ni",2.38982275390625,23319.39205586702,0,66119.58541204734,False
"Al,Co,Cr,Fe,Ni",2.39982275390625,92046.88692449946,0,208048.86164319265,False
"Al,Co,Cr,Fe,Ni",2.40982275390625,238103.1530385946,0,-285620.4220383215,False
"Al,Co,Cr,Fe,Ni",2.4198227539062502,29667.46894842903,0,129017.1382430548,False
"Al,Co,Cr,Fe,Ni",2.42982275390625,26741.31447600367,0,18214.093541662805,False
"Al,Co,Cr,Fe,Ni",2.4398227539062503,67425.83848511454,0,-22659.571252335452,False
"Al,Co,Cr,Fe,Ni",2.44982275390625,42024.68833968158,0,-30206.50836527253,False
"Al,Co,Cr,Fe,Ni",2.4598227539062503,2328.571153725652,0,37252.899899018186,False
"Al,Co,Cr,Fe,Ni",2.46982275390625,25657.826277355693,0,-3209.409859205568,False
"Al,Co,Cr,Fe,Ni",2.4798227539062503,33623.37510513366,0,-15670.902954596317,False
"Al,Co,Cr,Fe,Ni",2.48982275390625,15644.120470183605,0,8373.33198920543,False
"Al,Co,Cr,Fe,Ni",2.4998227539062503,9690.487488958306,0,703.5207311035447,False
"Al,Co,Cr,Fe,Ni",2.50982275390625,8259.005833661347,0,-7933.672592039944,False
"Al,Co,Cr,Fe,Ni",2.51982275390625,8612.301667479696,0,19800.676315137018,False
"Al,Co,Cr,Fe,Ni",2.52982275390625,17000.222031204983,0,-27845.566255322778,False
"Al,Co,Cr,Fe,Ni",2.5398227539062503,1057.799290993833,0,26619.00328974081,False
"Al,Co,Cr,Fe,Ni",2.54982275390625,8609.309029189979,0,-23562.103375966908,False
"Al,Co,Cr,Fe,Ni",2.55982275390625,594.8725123876035,0,21591.377928986505,False
"Al,Co,Cr,Fe,Ni",2.56982275390625,10784.47642987617,0,-17385.69519379019,False
"Al,Co,Cr,Fe,Ni",2.5798227539062504,4405.35263783894,0,11961.366629371516,False
"Al,Co,Cr,Fe,Ni",2.58982275390625,7690.245733272007,0,-6408.457427946116,False
"Al,Co,Cr,Fe,Ni",2.59982275390625,3563.2418912431417,0,-1102.5035448023564,False
"Al,Co,Cr,Fe,Ni",2.60982275390625,3407.9686411208772,0,7285.835213823572,False
"Al,Co,Cr,Fe,Ni",2.6198227539062504,8616.8502988978,0,-6124.904970176912,False
"Al,Co,Cr,Fe,Ni",2.62982275390625,3976.086698376416,0,129.67673353943883,False
"Al,Co,Cr,Fe,Ni",2.63982275390625,1380.6644741105931,0,3042.284513835552,False
"Al,Co,Cr,Fe,Ni",2.64982275390625,3084.927240344101,0,-2326.337868406749,False
"Al,Co,Cr,Fe,Ni",2.65982275390625,2480.63599224724,0,1514.9751663763,False
"Al,Co,Cr,Fe,Ni",2.6698227539062502,2350.6761889301565,0,-1270.0346126783038,False
"Al,Co,Cr,Fe,Ni",2.67982275390625,911.0305430023457,0,-98.38260466482598,False
"Al,Co,Cr,Fe,Ni",2.6898227539062503,900.6300188304556,0,2372.050561707888,False
"Al,Co,Cr,Fe,Ni",2.69982275390625,1961.1461564684628,0,-3927.6332479644325,False
"Al,Co,Cr,Fe,Ni",2.7098227539062503,46.69544366871651,0,4122.908581425342,False
"Al,Co,Cr,Fe,Ni",2.71982275390625,1656.1426861292653,0,-3476.368645144265,False
"Al,Co,Cr,Fe,Ni",2.7298227539062503,267.3015197072635,0,2721.5383965618785,False
"Al,Co,Cr,Fe,Ni",2.73982275390625,1074.3858989710243,0,-2109.401195226515,False
"Al,Co,Cr,Fe,Ni",2.7498227539062503,129.79822633442978,0,1443.1846699949722,False
"Al,Co,Cr,Fe,Ni",2.75982275390625,673.359731428201,0,-766.7959812696514,False
"Al,Co,Cr,Fe,Ni",2.76982275390625,475.90329974080646,0,373.9799104877595,False
"Al,Co,Cr,Fe,Ni",2.77982275390625,498.3814925882956,0,-103.49447240129416,False
"Al,Co,Cr,Fe,Ni",2.7898227539062503,291.09065949638966,0,-481.055023149625,False
"Al,Co,Cr,Fe,Ni",2.79982275390625,237.55040112703887,0,1105.8625371660414,False
"Al,Co,Cr,Fe,Ni",2.80982275390625,933.5367348706575,0,-1028.0550438493449,False
"Al,Co,Cr,Fe,Ni",2.81982275390625,300.7519559483741,0,325.5991996214019,False
"Al,Co,Cr,Fe,Ni",2.8298227539062504,221.99986040828028,0,268.8137376796227,False
"Al,Co,Cr,Fe,Ni",2.83982275390625,372.8554820293625,0,-450.1598887824662,False
"Al,Co,Cr,Fe,Ni",2.84982275390625,175.26029004991287,0,322.93621389965193,False
"Al,Co,Cr,Fe,Ni",2.85982275390625,410.4046152452654,0,-151.86152972374944,False
"Al,Co,Cr,Fe,Ni",2.8698227539062504,517.768317232999,0,199.5771197356701,False
"Al,Co,Cr,Fe,Ni",2.87982275390625,532.7380678708487,0,-280.4032081109644,False
"Al,Co,Cr,Fe,Ni",2.88982275390625,175.43817291420922,0,203.3583361339951,False
"Al,Co,Cr,Fe,Ni",2.89982275390625,48.19329043015538,0,-174.42616551277877,False
"Al,Co,Cr,Fe,Ni",2.9098227539062504,-46.89081786834484,0,167.62420659361717,False
"Al,Co,Cr,Fe,Ni",2.9198227539062502,112.22273018154029,0,-8.467345470212965,False
"Al,Co,Cr,Fe,Ni",2.92982275390625,120.94494411583347,0,-91.68204743519216,False
"Al,Co,Cr,Fe,Ni",2.9398227539062503,-46.19379959454842,0,-65.81920400108989,False
"Al,Co,Cr,Fe,Ni",2.9498227539062505,-86.34783036507216,0,301.69134908185043,False
"Al,Co,Cr,Fe,Ni",2.9598227539062503,81.55153189125899,0,-422.3945465034184,False
"Al,Co,Cr,Fe,Ni",2.96982275390625,-78.1192472426342,0,426.9882668567744,False
"Al,Co,Cr,Fe,Ni",2.97982275390625,92.47217780319589,0,-313.2346134193994,False
"Al,Co,Cr,Fe,Ni",2.98982275390625,-89.75324643478707,0,122.92432788998843,False
"Al,Co,Cr,Fe,Ni",2.9998227539062503,-86.8563713129568,0,-44.81363305219287,False
"Al,Co,Cr,Fe,Ni",3.00982275390625,-19.287526596921126,0,108.82843993520643,False
"Al,Co,Cr,Fe,Ni",3.01982275390625,71.65944687840859,0,-102.51152876411035,False
"Al,Co,Cr,Fe,Ni",3.02982275390625,-45.03460110433977,0,-5.005932355173184,False
"Al,Co,Cr,Fe,Ni",3.0398227539062503,-137.14349053376046,0,40.06276699407968,False
"Al,Co,Cr,Fe,Ni",3.04982275390625,-124.26488375433213,0,5.412488653675543,False
"Al,Co,Cr,Fe,Ni",3.05982275390625,-107.8558795974571,0,-19.795668510448174,False
"Al,Co,Cr,Fe,Ni",3.06982275390625,-130.856411416983,0,-8.926014578930108,False
"Al,Co,Cr,Fe,Ni",3.0798227539062504,-145.21431516714978,0,33.18043075621742,False
"Al,Co,Cr,Fe,Ni",3.08982275390625,-130.65934046527855,0,-35.091302212248735,False
"Al,Co,Cr,Fe,Ni",3.09982275390625,-148.2592380653523,0,22.51477711032492,False
"Al,Co,Cr,Fe,Ni",3.10982275390625,-141.33717532071142,0,-4.97861469301769,False
"Al,Co,Cr,Fe,Ni",3.1198227539062504,-146.01954945754613,0,-9.538380537943983,False
"Al,Co,Cr,Fe,Ni",3.12982275390625,-156.14732491294708,0,16.60345349761278,False
"Al,Co,Cr,Fe,Ni",3.13982275390625,-153.1477214930113,0,-18.23741536524827,False
"Al,Co,Cr,Fe,Ni",3.14982275390625,-163.26449760050627,0,17.255297788979124,False
"Al,Co,Cr,Fe,Ni",3.1598227539062504,-157.93722924919317,0,-15.842224397300004,False
"Al,Co,Cr,Fe,Ni",3.1698227539062502,-163.22580225531644,0,13.490470848630807,False
"Al,Co,Cr,Fe,Ni",3.17982275390625,-156.2786255037292,0,-7.789690023376801,False
"Al,Co,Cr,Fe,Ni",3.1898227539062503,-160.38597733169314,0,2.9027995700079146,False
"Al,Co,Cr,Fe,Ni",3.1998227539062505,-164.03718043709372,0,-3.2639424205493506,False
"Al,Co,Cr,Fe,Ni",3.2098227539062503,-167.65874201870108,0,4.886828807000848,False
"Al,Co,Cr,Fe,Ni",3.21982275390625,-166.1975563561224,0,-3.8055325552720562,False
"Al,Co,Cr,Fe,Ni",3.22982275390625,-168.70455933309813,0,0.23285694428277282,True
"Al,Co,Cr,Fe,Ni",3.23982275390625,-169.01375559549692,0,5.158402709238828,False
"Al,Co,Cr,Fe,Ni",3.2498227539062503,-168.57541388294788,0,-9.470250205213034,False
"Al,Co,Cr,Fe,Ni",3.25982275390625,-175.05892536314408,0,8.252045568717818,False
"Al,Co,Cr,Fe,Ni",3.26982275390625,-171.40238737640948,0,-2.2364988604966336,False
"Al,Co,Cr,Fe,Ni",3.27982275390625,-172.63410466697718,0,-2.232708985035231,False
"Al,Co,Cr,Fe,Ni",3.2898227539062503,-176.3603159706825,0,1.94380817649152,False
"Al,Co,Cr,Fe,Ni",3.29982275390625,-176.18418717794265,0,-1.2065897759428879,False
"Al,Co,Cr,Fe,Ni",3.30982275390625,-175.10206524396847,0,3.144169556229793,False
"Al,Co,Cr,Fe,Ni",3.31982275390625,-173.8406291298151,0,-3.2038790699708763,False
"Al,Co,Cr,Fe,Ni",3.3298227539062504,-178.0964284580396,0,-2.058600431083917,False
"Al,Co,Cr,Fe,Ni",3.33982275390625,-179.67086617532183,0,8.542947993315531,False
"Al,Co,Cr,Fe,Ni",3.34982275390625,-175.69347297228995,0,-10.786427308815504,False
"Al,Co,Cr,Fe,Ni",3.35982275390625,-180.9735098700239,0,6.034533342619008,False
"Al,Co,Cr,Fe,Ni",3.3698227539062504,-176.7422802601622,0,4.066136017445055,False
"Al,Co,Cr,Fe,Ni",3.37982275390625,-175.37169375779527,0,-10.85549308953522,False
"Al,Co,Cr,Fe,Ni",3.38982275390625,-184.1670661457511,0,7.794405426125938,False
"Al,Co,Cr,Fe,Ni",3.39982275390625,-180.97030326992507,0,0.3595207901257993,True
"Al,Co,Cr,Fe,Ni",3.4098227539062504,-179.29285957649125,0,-6.6145584098786205,False
"Al,Co,Cr,Fe,Ni",3.4198227539062502,-181.5493055551468,0,9.038577917874969,False
"Al,Co,Cr,Fe,Ni",3.42982275390625,-176.9002029983572,0,-6.92677924918298,False
"Al,Co,Cr,Fe,Ni",3.4398227539062503,-180.93945546062804,0,1.8453579437727208,False
"Al,Co,Cr,Fe,Ni",3.4498227539062505,-181.46284075125527,0,2.129141674106269,False
"Al,Co,Cr,Fe,Ni",3.4598227539062503,-180.02868642942298,0,-3.724478823145143,False
"Al,Co,Cr,Fe,Ni",3.46982275390625,-180.88572214156716,0,2.989184661522652,False
"Al,Co,Cr,Fe,Ni",3.47982275390625,-178.1982295767379,0,0.5078995750077127,True
"Al,Co,Cr,Fe,Ni",3.48982275390625,-178.39291540547046,0,-3.19708489510828,False
"Al,Co,Cr,Fe,Ni",3.4998227539062503,-182.2238033106492,0,1.8819739500655808,False
"Al,Co,Cr,Fe,Ni",3.50982275390625,-181.72483653746139,0,-0.2296946928576773,True
"Al,Co,Cr,Fe,Ni",3.51982275390625,-179.39238726404702,0,0.2314766727792327,True
"Al,Co,Cr,Fe,Ni",3.52982275390625,-176.89341290110514,0,0.7345020354674194,True
"Al,Co,Cr,Fe,Ni",3.5398227539062503,-176.4436242490403,0,-0.5171467074034268,True
"Al,Co,Cr,Fe,Ni",3.54982275390625,-179.41862546128698,0,-3.268978353297105,False
"Al,Co,Cr,Fe,Ni",3.55982275390625,-181.94690183150507,0,5.832168505597247,False
"Al,Co,Cr,Fe,Ni",3.56982275390625,-178.01270003800047,0,-4.203648174742662,False
"Al,Co,Cr,Fe,Ni",3.5798227539062504,-179.06989826350753,0,1.6875547552024792,False
"Al,Co,Cr,Fe,Ni",3.58982275390625,-179.0489951616057,0,-0.42674215509751434,True
"Al,Co,Cr,Fe,Ni",3.59982275390625,-179.57899890517558,0,-0.015818779469517114,True
"Al,Co,Cr,Fe,Ni",3.60982275390625,-179.86209865518416,0,-0.9878537367441709,True
"Al,Co,Cr,Fe,Ni",3.6198227539062504,-179.23411749126973,0,3.411792169548756,False
"Al,Co,Cr,Fe,Ni",3.62982275390625,-177.25942508855906,0,-5.013686954810169,False
"Al,Co,Cr,Fe,Ni",3.63982275390625,-179.65806013813256,0,5.439300588317479,False
"Al,Co,Cr,Fe,Ni",3.64982275390625,-177.8349773297317,0,-7.432841284901656,False
"Al,Co,Cr,Fe,Ni",3.6598227539062504,-178.96216908062001,0,10.497884953413328,False
"Al,Co,Cr,Fe,Ni",3.6698227539062502,-173.34286200567823,0,-9.343763565050313,False
"Al,Co,Cr,Fe,Ni",3.67982275390625,-179.00856462681418,0,3.3000150311154357,False
"Al,Co,Cr,Fe,Ni",3.6898227539062503,-178.7317576524831,0,1.253399210275044,False
"Al,Co,Cr,Fe,Ni",3.6998227539062505,-176.08847536798947,0,-1.4067184743861483,False
"Al,Co,Cr,Fe,Ni",3.7098227539062503,-175.6582154487944,0,0.3947691183239499,True
"Al,Co,Cr,Fe,Ni",3.71982275390625,-175.50354369886531,0,0.1407788950213368,True
"Al,Co,Cr,Fe,Ni",3.72982275390625,-175.61040489699286,0,-0.8230811921869474,True
"Al,Co,Cr,Fe,Ni",3.73982275390625,-175.51950808684717,0,0.07876181492979602,True
"Al,Co,Cr,Fe,Ni",3.7498227539062503,-173.48165320684996,0,2.903131460130254,False
"Al,Co,Cr,Fe,Ni",3.75982275390625,-171.39621824329612,0,-4.713023695756651,False
"Al,Co,Cr,Fe,Ni",3.76982275390625,-174.33858834077495,0,3.475329250154298,False
"Al,Co,Cr,Fe,Ni",3.77982275390625,-173.14136704138883,0,-1.7466981626730793,False
"Al,Co,Cr,Fe,Ni",3.7898227539062503,-172.6725184592929,0,0.36188520241820754,True
"Al,Co,Cr,Fe,Ni",3.79982275390625,-170.98339177976953,0,2.1521168154670676,False
"Al,Co,Cr,Fe,Ni",3.8098227539062504,-169.78891023526685,0,-4.502889811566812,False
"Al,Co,Cr,Fe,Ni",3.81982275390625,-172.29625989088927,0,4.4716444343123,False
"Al,Co,Cr,Fe,Ni",3.8298227539062504,-170.29218875159538,0,-2.516147309674878,False
"Al,Co,Cr,Fe,Ni",3.83982275390625,-171.16034563159872,0,0.4732488452969695,True
"Al,Co,Cr,Fe,Ni",3.84982275390625,-171.051413548494,0,0.3135701820234639,True
"Al,Co,Cr,Fe,Ni",3.85982275390625,-169.9799935813064,0,-0.11911734809060684,True
"Al,Co,Cr,Fe,Ni",3.86982275390625,-168.98511179870968,0,0.10452483157662584,True
"Al,Co,Cr,Fe,Ni",3.87982275390625,-168.2487981668856,0,-0.8310095584515693,True
"Al,Co,Cr,Fe,Ni",3.88982275390625,-167.8107906380674,0,2.724765534070921,False
"Al,Co,Cr,Fe,Ni",3.89982275390625,-166.94138616108026,0,-4.765090034297576,False
"Al,Co,Cr,Fe,Ni",3.90982275390625,-169.12749803205054,0,4.110578417217127,False
"Al,Co,Cr,Fe,Ni",3.9198227539062502,-165.72406268998037,0,-0.772182661261354,True
"Al,Co,Cr,Fe,Ni",3.92982275390625,-164.5445799225332,0,-2.1651430238944345,False
"Al,Co,Cr,Fe,Ni",3.9398227539062503,-165.19764236273087,0,3.5884901437719776,False
"Al,Co,Cr,Fe,Ni",3.94982275390625,-163.72003145652195,0,-3.9103236638054,False
"Al,Co,Cr,Fe,Ni",3.9598227539062503,-165.56757560614813,0,2.7925030072910695,False
"Al,Co,Cr,Fe,Ni",3.96982275390625,-164.0842093075125,0,-0.6135651680331856,True
"Al,Co,Cr,Fe,Ni",3.9798227539062503,-163.96391513301205,0,-0.869593489433124,True
"Al,Co,Cr,Fe,Ni",3.98982275390625,-164.4957056877911,0,-0.033524570420723876,True
"Al,Co,Cr,Fe,Ni",3.9998227539062503,-163.2450146179405,0,2.4985946745042895,False
"Al,Co,Cr,Fe,Ni",4.00982275390625,-161.27125754709655,0,-3.183560815511195,False
"Al,Co,Cr,Fe,Ni",4.019822753906251,-163.328979498965,0,0.9709596914028584,True
"Al,Co,Cr,Fe,Ni",4.0298227539062506,-162.87628685029568,0,1.3842643990490253,False
"Al,Co,Cr,Fe,Ni",4.03982275390625,-161.1762122239494,0,-1.4067841480758905,False
"Al,Co,Cr,Fe,Ni",4.04982275390625,-161.470956340481,0,-0.7918501901107599,True
"Al,Co,Cr,Fe,Ni",4.05982275390625,-160.67630162384518,0,2.6875809247215394,False
"Al,Co,Cr,Fe,Ni",4.06982275390625,-157.8223170898517,0,-1.390497917149304,False
"Al,Co,Cr,Fe,Ni",4.07982275390625,-158.8044594868303,0,-2.099390780001504,False
"Al,Co,Cr,Fe,Ni",4.08982275390625,-160.25808774730118,0,4.232711923974316,False
"Al,Co,Cr,Fe,Ni",4.099822753906251,-157.901450490871,0,-4.086595627082412,False
"Al,Co,Cr,Fe,Ni",4.109822753906251,-159.132030704242,0,3.108628816610898,False
"Al,Co,Cr,Fe,Ni",4.11982275390625,-157.63027419736596,0,-2.4513381841105115,False
"Al,Co,Cr,Fe,Ni",4.12982275390625,-157.87916336593878,0,2.1196522709938863,False
"Al,Co,Cr,Fe,Ni",4.13982275390625,-156.51244429173505,0,-1.097797919000475,False
"Al,Co,Cr,Fe,Ni",4.14982275390625,-157.02265584727115,0,-0.7937980039417074,True
"Al,Co,Cr,Fe,Ni",4.15982275390625,-157.04321606984195,0,1.5280690189973236,False
"Al,Co,Cr,Fe,Ni",4.16982275390625,-154.93520967552368,0,0.21693910097157715,True
"Al,Co,Cr,Fe,Ni",4.17982275390625,-154.5501760828242,0,-2.1855624946824905,False
"Al,Co,Cr,Fe,Ni",4.189822753906251,-156.06169529869914,0,1.9941535618867854,False
"Al,Co,Cr,Fe,Ni",4.1998227539062505,-154.66375331272218,0,-0.9986083003383707,True
"Al,Co,Cr,Fe,Ni",4.20982275390625,-153.68411706518032,0,0.8943016409479677,True
"Al,Co,Cr,Fe,Ni",4.21982275390625,-152.6194130757529,0,-0.45841223854287705,True
"Al,Co,Cr,Fe,Ni",4.22982275390625,-153.12677724554192,0,-1.0277233803294195,False
"Al,Co,Cr,Fe,Ni",4.23982275390625,-153.65804501138433,0,2.264201558879525,False
"Al,Co,Cr,Fe,Ni",4.24982275390625,-152.2102247771092,0,-2.8562002869188206,False
"Al,Co,Cr,Fe,Ni",4.25982275390625,-152.49183819551442,0,2.9971069224079985,False
"Al,Co,Cr,Fe,Ni",4.269822753906251,-150.33771081508928,0,-2.186462232617771,False
"Al,Co,Cr,Fe,Ni",4.2798227539062506,-150.84617380152756,0,0.9261197576371766,True
"Al,Co,Cr,Fe,Ni",4.28982275390625,-150.39642240327944,0,-0.7461470389643996,True
"Al,Co,Cr,Fe,Ni",4.29982275390625,-149.76728934725804,0,1.8841006879265287,False
"Al,Co,Cr,Fe,Ni",4.30982275390625,-148.58052629301642,0,-2.7592225564481034,False
"Al,Co,Cr,Fe,Ni",4.31982275390625,-149.77768606653393,0,2.1476416475227653,False
"Al,Co,Cr,Fe,Ni",4.32982275390625,-148.31551853265717,0,-0.866682585584679,True
"Al,Co,Cr,Fe,Ni",4.33982275390625,-147.72130593378841,0,0.04327753993029167,True
"Al,Co,Cr,Fe,Ni",4.349822753906251,-147.20701300474926,0,0.5139525102004872,True
"Al,Co,Cr,Fe,Ni",4.359822753906251,-146.86938248628843,0,-0.7803294213472043,True
"Al,Co,Cr,Fe,Ni",4.36982275390625,-147.43026988550025,0,0.437217349196563,True
"Al,Co,Cr,Fe,Ni",4.37982275390625,-147.15292841462147,0,-0.1832126963190035,True
"Al,Co,Cr,Fe,Ni",4.38982275390625,-146.52398551911466,0,0.41054768012425313,True
"Al,Co,Cr,Fe,Ni",4.39982275390625,-145.63013878248876,0,-0.7761560479352927,True
"Al,Co,Cr,Fe,Ni",4.40982275390625,-145.25743210421308,0,1.4614260188322419,False
"Al,Co,Cr,Fe,Ni",4.41982275390625,-144.42796961897173,0,-2.2988269942458808,False
"Al,Co,Cr,Fe,Ni",4.42982275390625,-145.05685198427534,0,2.0721284529535495,False
